"CallerIpAddress","AccountName","ServiceType","StatusText","_ResourceId","Count","AllowPublicAccess","IPwhitelist","VnetRules","PrivateEndpoint","Tags"
"10.0.22.247","hk01easpsharedsqlads01","blob","ContainerAlreadyExists","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","14","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"100.72.178.43","hk01easpsharedsqlads01","blob","BlobNotFound","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","217","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.0.65","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","79","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.0.65","hk01easpsharedsqlads01","blob","BlobNotFound","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","3","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"18.191.115.70","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","80","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"13.59.164.228","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","24","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.23.99","hk01easpsharedsqlads01","blob","ContainerAlreadyExists","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","1","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.0.27","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","15","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"100.78.152.99","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","68975","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"100.78.152.99","hk01easpsharedsqlads01","blob","BlobNotFound","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","25","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"20.195.85.180","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","17","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"100.112.80.78","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","2097","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"20.195.85.180","hk01easpsharedsqlads01","blob","BlobNotFound","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","7","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.23.48","hk01easpsharedsqlads01","blob","ContainerAlreadyExists","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","2","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.23.45","hk01easpsharedsqlads01","blob","ContainerAlreadyExists","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","12","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.0.84","hk01easpsharedsqlads01","blob","BlobNotFound","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","2","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"100.79.95.51","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","438","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.22.252","hk01easpsharedsqlads01","blob","ContainerAlreadyExists","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","6","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.22.248","hk01easpsharedsqlads01","blob","ContainerAlreadyExists","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","3","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.22.250","hk01easpsharedsqlads01","blob","ContainerAlreadyExists","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","18","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.0.4","hk01easpsharedsqlads01","blob","BlobNotFound","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","2","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"100.79.95.227","hk01easpsharedsqlads01","blob","Success","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","527","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"100.112.80.78","hk01easpsharedsqlads01","blob","BlobNotFound","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","3","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
"10.0.22.249","hk01easpsharedsqlads01","blob","ContainerAlreadyExists","/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourcegroups/rg-hk01-eastasia-p-sqllogs-common01/providers/microsoft.storage/storageaccounts/hk01easpsharedsqlads01/blobservices/default","11","True","","","","
Key                          Value                        
---                          -----                        
CostCenter                   HK010331                     
ibm_imi_managed_env          P                            
ApplicationName              Infra. Service               
DataClassification           Confidential                 
ibm_imi_managed              Yes                          
BillingRoute                 AIA Hong Kong and Macau      
MaintenanceWindow            FR1 - Every Friday after 1900
BusinessUnit                 HK                           
ibm_imi_managedservices_tier Enterprise                   
ibm_imi_billing_plan         Monthly                      
AppMSPName                   Kyndryl                      
CreatedOnDate                01/05/2022 04:14:20          
InfraRemark2                 Infra > sqldb audit logs     


"
